district_name,mandal_name,village_name,name_of_the_unit,line_of_activity,sector,investment,number_of_employees,application_date,approval_date,progress_of_implementation,is_online,social_status,investment_standardized,number_of_employees_standardized,district_name_encoded,mandal_name_encoded,village_name_encoded,name_of_the_unit_encoded,line_of_activity_encoded,sector_encoded,application_date_encoded,approval_date_encoded,progress_of_implementation_encoded,is_online_encoded,social_status_encoded,application_date_year,application_date_month,application_date_day,application_date_dayofweek,approval_date_year,approval_date_month,approval_date_day,approval_date_dayofweek,application_date_encoded_year,application_date_encoded_month,application_date_encoded_day,application_date_encoded_dayofweek,approval_date_encoded_year,approval_date_encoded_month,approval_date_encoded_day,approval_date_encoded_dayofweek,investment_category,investment_intensity,investment_zero_indicator,number_of_employees_category,number_of_employees_intensity,number_of_employees_zero_indicator,investment_standardized_category,investment_standardized_intensity,investment_standardized_zero_indicator,number_of_employees_standardized_category,number_of_employees_standardized_intensity,number_of_employees_standardized_zero_indicator,district_name_encoded_category,district_name_encoded_intensity,district_name_encoded_zero_indicator,mandal_name_encoded_category,mandal_name_encoded_intensity,mandal_name_encoded_zero_indicator,village_name_encoded_category,village_name_encoded_intensity,village_name_encoded_zero_indicator,name_of_the_unit_encoded_category,name_of_the_unit_encoded_intensity,name_of_the_unit_encoded_zero_indicator,line_of_activity_encoded_category,line_of_activity_encoded_intensity,line_of_activity_encoded_zero_indicator,sector_encoded_category,sector_encoded_intensity,sector_encoded_zero_indicator,progress_of_implementation_encoded_category,progress_of_implementation_encoded_intensity,progress_of_implementation_encoded_zero_indicator,is_online_encoded_category,is_online_encoded_intensity,is_online_encoded_zero_indicator,social_status_encoded_category,social_status_encoded_intensity,social_status_encoded_zero_indicator,approval_date_year_category,approval_date_year_intensity,approval_date_year_zero_indicator,approval_date_month_category,approval_date_month_intensity,approval_date_month_zero_indicator,approval_date_day_category,approval_date_day_intensity,approval_date_day_zero_indicator,approval_date_dayofweek_category,approval_date_dayofweek_intensity,approval_date_dayofweek_zero_indicator,investment_group_mean_x,investment_group_sum_x,investment_group_count_x,number_of_employees_group_mean_x,number_of_employees_group_sum_x,number_of_employees_group_count_x,investment_standardized_group_mean_x,investment_standardized_group_sum_x,investment_standardized_group_count_x,investment_group_mean_y,investment_group_sum_y,investment_group_count_y,number_of_employees_group_mean_y,number_of_employees_group_sum_y,number_of_employees_group_count_y,investment_standardized_group_mean_y,investment_standardized_group_sum_y,investment_standardized_group_count_y,investment_group_mean,investment_group_sum,investment_group_count,number_of_employees_group_mean,number_of_employees_group_sum,number_of_employees_group_count,investment_standardized_group_mean,investment_standardized_group_sum,investment_standardized_group_count
NALGONDA,MIRYALAGUDA,GUDUR,RAMAIAH TRACTOR MECHANICAL WORKS,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.1499,2,2025-08-04,,YET TO START CONSTRUCTION,YES,OBC,-0.2686388455437597,-0.3668166066849419,7,10,10,10,5,5,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000002,0,0,1,2025,8,4,0,,,,,1970,1,1,3,1970,1,1,3,Low,0.04180206511648913,0,Low,0.10550161812297734,0,Low,2701427591289904.0,0,Low,2.911083315765158e+16,0,Medium-Low,0.6468253968253969,0,Low,0.21890948160085955,0,Low,0.16148206855557756,0,Low,0.12345679012345678,0,Low,0.2920100322465066,0,Medium-Low,1.1013513513513513,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,2.7304,10.9216,4,42.5,170,4,-0.06688884251580388,-0.2675553700632155,4,0.11080000000000001,0.22160000000000002,2,2.5,5,2,-0.27169578222982566,-0.5433915644596513,2,0.11080000000000001,0.22160000000000002,2,2.5,5,2,-0.27169578222982566,-0.5433915644596513,2
RANGAREDDY,BALAPUR,NADARGUL,DHANASRI TIMBER DEPOT,SAW MILLS,WOOD AND LEATHER,0.25,10,2025-08-15,,YET TO START CONSTRUCTION,YES,GENERAL,-0.2608127748973353,-0.19375985736614154,8,11,11,11,9,8,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000002,0,0,0,2025,8,15,4,,,,,1970,1,1,3,1970,1,1,3,Low,0.06971658625164966,0,Medium-Low,0.5275080906148867,0,Low,2622728760028767.0,0,Medium-Low,1.537692344796357e+16,0,Medium-Low,0.7392290249433107,0,Low,0.24080042976094548,0,Low,0.17763027541113532,0,Low,0.13580246913580246,0,Medium-Low,0.5256180580437119,0,High,1.762162162162162,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,4.977681818181818,109.509,22,13.318181818181818,293,22,0.10880932203480724,2.3938050847657593,22,0.25,0.25,1,10.0,10,1,-0.2608127748973353,-0.2608127748973353,1,0.25,0.25,1,10.0,10,1,-0.2608127748973353,-0.2608127748973353,1
RANGAREDDY,NANDIGAMA,NANDIGAMA,MANISH KUMAR,"FACILITY OF HANDLING, STORAGE AND TRANSPORTATION OF FOOD GRAINS IN BULK",AGRO BASED INCL COLD STORAGES,2.15,5,2025-07-09,,YET TO START CONSTRUCTION,YES,GENERAL,-0.11226597941075664,-0.3019203256903918,8,12,12,12,10,0,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000002,0,0,0,2025,7,9,2,,,,,1970,1,1,3,1970,1,1,3,Medium-High,0.5995626417641869,0,Low,0.26375404530744334,0,Medium-High,1128944750077106.5,0,Low,2.396061701651858e+16,0,Medium-Low,0.7392290249433107,0,Low,0.2626913779210314,0,Low,0.1937784822666931,0,Low,0.14814814814814814,0,Medium-Low,0.5840200644930132,0,Low,0.0,1,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,4.977681818181818,109.509,22,13.318181818181818,293,22,0.10880932203480724,2.3938050847657593,22,6.675,40.05,6,15.333333333333334,92,6,0.24150994141912138,1.4490596485147282,6,6.675,40.05,6,15.333333333333334,92,6,0.24150994141912138,1.4490596485147282,6
WARANGAL,DUGGONDI,MANDAPALLE,LAXMI SAI BINNY RICE MILL,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,2.1,1,2025-08-13,,YET TO START CONSTRUCTION,YES,OBC,-0.11617510560777185,-0.38844870034979195,9,13,13,13,7,1,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000003,0,0,1,2025,8,13,2,,,,,1970,1,1,3,1970,1,1,3,Medium-High,0.5856193245138571,0,Low,0.05275080906148867,0,Medium-High,1168254855602150.0,0,Low,3.082757187136258e+16,0,Medium-Low,0.8316326530612245,0,Low,0.2845823260811174,0,Low,0.20992668912225085,0,Low,0.16049382716049382,0,Low,0.4088140451451093,0,Low,0.22027027027027024,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,1.5947444444444447,14.352700000000002,9,7.888888888888889,71,9,-0.15567726017596595,-1.4010953415836935,9,2.1,2.1,1,1.0,1,1,-0.11617510560777185,-0.11617510560777185,1,2.1,2.1,1,1.0,1,1,-0.11617510560777185,-0.11617510560777185,1
MEDCHAL,KAPRA,CHERLAPARLY,DAISA BIOPHARMA,PHARMACEUTICAL FORMULATION AND FOR R & D PURPOSE (FOR SUSTAINED RELEASE/EXTENDED RELEASE OF DRUGS ONLY AND NOT FOR COMMERCIAL PURPOSE),R&D,0.25,10,2025-08-04,,YET TO START CONSTRUCTION,YES,GENERAL,-0.2608127748973353,-0.19375985736614154,3,14,14,14,3,3,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000003,0,0,0,2025,8,4,0,,,,,1970,1,1,3,1970,1,1,3,Low,0.06971658625164966,0,Medium-Low,0.5275080906148867,0,Low,2622728760028767.0,0,Medium-Low,1.537692344796357e+16,0,Low,0.2772108843537415,0,Low,0.30647327424120335,0,Low,0.2260748959778086,0,Low,0.1728395061728395,0,Low,0.17520601934790397,0,Medium-Low,0.6608108108108107,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,1.8676578947368423,35.4855,19,18.42105263157895,350,19,-0.13434019781484946,-2.5524637584821397,19,0.25,0.25,1,10.0,10,1,-0.2608127748973353,-0.2608127748973353,1,0.25,0.25,1,10.0,10,1,-0.2608127748973353,-0.2608127748973353,1
MEDCHAL,QUTUBULLAPUR,JEEDIMETLA,M/S. HARMEETH SHEET METAL & FABRICATION WORKS,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.25,4,2025-08-21,,YET TO START CONSTRUCTION,YES,GENERAL,-0.2608127748973353,-0.3235524193552418,3,15,15,15,5,5,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000003,0,0,0,2025,8,21,3,,,,,1970,1,1,3,1970,1,1,3,Low,0.06971658625164966,0,Low,0.21100323624595468,0,Low,2622728760028767.0,0,Low,2.5677355730229576e+16,0,Low,0.2772108843537415,0,Low,0.3283642224012893,0,Low,0.24222310283336637,0,Low,0.18518518518518517,0,Low,0.2920100322465066,0,Medium-Low,1.1013513513513513,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,1.8676578947368423,35.4855,19,18.42105263157895,350,19,-0.13434019781484946,-2.5524637584821397,19,0.8544375,6.8355,8,12.75,102,8,-0.21355632558316745,-1.7084506046653396,8,1.0658333333333334,6.3950000000000005,6,13.666666666666666,82,6,-0.19702886578270348,-1.1821731946962208,6
WARANGAL,CHENNARAOPET,CHENNARAOPET,M/S SHIVA UDAY TRADERS,FLOUR MILLS (DRY PROCESS),FOOD PROCESSING,0.45,9,2025-08-25,,YET TO START CONSTRUCTION,YES,SC,-0.24517627010927434,-0.21539195103099157,9,16,16,16,11,1,1970-01-01 00:00:00.000000014,1970-01-01 00:00:00.000000003,0,0,2,2025,8,25,0,,,,,1970,1,1,3,1970,1,1,3,Medium-Low,0.12548985525296938,0,Medium-Low,0.4747572815533981,0,Medium-Low,2465488337928592.0,0,Medium-Low,1.709366216167457e+16,0,Medium-Low,0.8316326530612245,0,Low,0.3502551705613753,0,Low,0.25837130968892413,0,Low,0.19753086419753085,0,Medium-Low,0.6424220709423145,0,Low,0.22027027027027024,0,Low,,1,Low,,1,High,4.1265822784810124,0,,,0,,,0,,,0,,,0,1.5947444444444447,14.352700000000002,9,7.888888888888889,71,9,-0.15567726017596595,-1.4010953415836935,9,1.075,2.15,2,9.0,18,2,-0.196312192646584,-0.392624385293168,2,0.45,0.45,1,9.0,9,1,-0.24517627010927434,-0.24517627010927434,1
WARANGAL,NALLABELLY,LENKALPALLE,VIJAYA LAXMI CEMENT FLYASH BRICKS,FLY ASH BRICKS/ BLOCK MANUFACTURING,"CEMENT, CEMENT & CONCRETE PRODUCTS, FLY ASH BRICKS",0.1447,2,2025-08-18,,YET TO START CONSTRUCTION,YES,OBC,-0.26904539466824934,-0.3668166066849419,9,17,17,17,12,4,1970-01-01 00:00:00.000000015,1970-01-01 00:00:00.000000003,0,0,1,2025,8,18,0,,,,,1970,1,1,3,1970,1,1,3,Low,0.040351960122454816,0,Low,0.10550161812297734,0,Low,2705515842264508.5,0,Low,2.911083315765158e+16,0,Medium-Low,0.8316326530612245,0,Low,0.3721461187214612,0,Low,0.27451951654448187,0,Low,0.20987654320987653,0,Medium-High,0.7008240773916159,0,Medium-Low,0.881081081081081,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,1.5947444444444447,14.352700000000002,9,7.888888888888889,71,9,-0.15567726017596595,-1.4010953415836935,9,0.1447,0.1447,1,2.0,2,1,-0.26904539466824934,-0.26904539466824934,1,0.1447,0.1447,1,2.0,2,1,-0.26904539466824934,-0.26904539466824934,1
WARANGAL,GEESUGONDA,GORREKUNTA (RURAL),M/S SAI SRINIVASA COLD STORAGE,"CHILLING PLANT, COLD STORAGE AND ICE MAKING",AGRO BASED INCL COLD STORAGES,8.8,10,2025-05-16,,YET TO START CONSTRUCTION,YES,GENERAL,0.40764780479226864,-0.19375985736614154,9,18,18,18,0,0,1970-01-01 00:00:00.000000016,1970-01-01 00:00:00.000000004,0,0,0,2025,5,16,4,,,,,1970,1,1,3,1970,1,1,3,High,2.454023836058068,0,Medium-Low,0.5275080906148867,0,High,-4099299284753705.0,0,Medium-Low,1.537692344796357e+16,0,Medium-Low,0.8316326530612245,0,Medium-Low,0.39403706688154716,0,Low,0.29066772340003966,0,Low,0.2222222222222222,0,Low,0.0,1,Low,0.0,1,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,1.5947444444444447,14.352700000000002,9,7.888888888888889,71,9,-0.15567726017596595,-1.4010953415836935,9,3.1026666666666665,9.308,3,9.333333333333334,28,3,-0.03778409493695983,-0.1133522848108795,3,4.565,9.13,2,9.5,19,2,0.07654481590507886,0.15308963181015772,2
RANGAREDDY,FAROOQNAGAR,RAIKAL,BIRLA METALS & ALLOYS LLP,"INDUSTRIES ENGAGED IN RECYCLING /REPROCESSING/ RECOVERY/REUSE OFHAZARDOUS WASTE UNDER SCHEDULE IV OF HW{ M, H& TBM) RULES, 2008 -ITEMS NAMELY -LEAD ACID BATTERY PLATES AND OTHERLEAD SCRAP/ASHES/RESIDUES NOTCOVERED UNDER BATTERIES (MANAGEMENT AND HANDLING) RULES, 2001. [ * BATTERY SCRAP, NAMELY:LEAD BATTERY PLATES COVERED BY ISRI, CODE WORD ""RAILS"" BATTERY LUGSCOVERED BY ISR1, CODE WORD ""RAKES"". SCRAP DRAINED/DRY WHILE INTACT, LEAD BATTERIES COVERED BY ISRI, CODE WORD ""RAINS"".",PHARMACEUTICALS AND CHEMICALS,10.0,2,2025-07-25,,YET TO START CONSTRUCTION,YES,GENERAL,0.501466833520634,-0.3668166066849419,8,19,19,19,13,7,1970-01-01 00:00:00.000000017,1970-01-01 00:00:00.000000004,0,0,0,2025,7,25,4,,,,,1970,1,1,3,1970,1,1,3,High,2.788663450065986,0,Low,0.10550161812297734,0,High,-5042741817354753.0,0,Low,2.911083315765158e+16,0,Medium-Low,0.7392290249433107,0,Medium-Low,0.4159280150416331,0,Low,0.3068159302555974,0,Low,0.2345679012345679,0,Medium-High,0.7592260838409172,0,Medium-High,1.5418918918918918,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,4.977681818181818,109.509,22,13.318181818181818,293,22,0.10880932203480724,2.3938050847657593,22,8.629999999999999,34.519999999999996,4,6.0,24,4,0.3943567757224168,1.5774271028896671,4,10.0,10.0,1,2.0,2,1,0.501466833520634,0.501466833520634,1
NIRMAL,KADDAM (PEDDUR),BELLAL,M/S. VAYUPUTRA RAW RICE MILL,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.75,12,2025-08-08,,YET TO START CONSTRUCTION,YES,OBC,-0.22172151292718298,-0.15049567003644143,10,20,20,20,7,1,1970-01-01 00:00:00.000000018,1970-01-01 00:00:00.000000004,0,0,1,2025,8,8,4,,,,,1970,1,1,3,1970,1,1,3,Medium-Low,0.20914975875494896,0,Medium-High,0.6330097087378641,0,Medium-Low,2229627704778329.8,0,Medium-High,1.1943446020541568e+16,0,Medium-High,0.9240362811791384,0,Medium-Low,0.4378189632017191,0,Low,0.3229641371111551,0,Low,0.24691358024691357,0,Low,0.4088140451451093,0,Low,0.22027027027027024,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,0.75,1.5,2,12.0,24,2,-0.22172151292718298,-0.44344302585436596,2,0.75,0.75,1,12.0,12,1,-0.22172151292718298,-0.22172151292718298,1,0.75,0.75,1,12.0,12,1,-0.22172151292718298,-0.22172151292718298,1
MEDCHAL,QUTUBULLAPUR,BOWRAMPET,LUVIT INTERIOR DESIGN STUDIO,ALUMINIUM UTENSILS FROM ALUMINIUM CIRCLES BY PRESSING ONLY (DRY MECHANICAL OPERATION),ENGINEERING,0.1,10,2025-08-23,,YET TO START CONSTRUCTION,YES,OBC,-0.27254015348838095,-0.19375985736614154,3,15,21,21,14,5,1970-01-01 00:00:00.000000019,1970-01-01 00:00:00.000000004,0,0,1,2025,8,23,5,,,,,1970,1,1,3,1970,1,1,3,Low,0.02788663450065986,0,Medium-Low,0.5275080906148867,0,Low,2740659076603898.0,0,Medium-Low,1.537692344796357e+16,0,Low,0.2772108843537415,0,Low,0.3283642224012893,0,Low,0.3391123439667129,0,Low,0.25925925925925924,0,Medium-High,0.8176280902902185,0,Medium-Low,1.1013513513513513,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,1.8676578947368423,35.4855,19,18.42105263157895,350,19,-0.13434019781484946,-2.5524637584821397,19,0.8544375,6.8355,8,12.75,102,8,-0.21355632558316745,-1.7084506046653396,8,0.1,0.1,1,10.0,10,1,-0.27254015348838095,-0.27254015348838095,1
MAHABUBABAD,KESAMUDRAM,TALLAPOOSAPALLE,M/S GREEN FIELD AGRO INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,1.15,9,2025-08-06,,YET TO START CONSTRUCTION,YES,OBC,-0.19044850335106117,-0.21539195103099157,6,21,22,22,7,1,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000004,0,0,1,2025,8,6,2,,,,,1970,1,1,3,1970,1,1,3,Medium-High,0.3206962967575884,0,Medium-Low,0.4747572815533981,0,Medium-High,1915146860577980.2,0,Medium-Low,1.709366216167457e+16,0,Medium-Low,0.554421768707483,0,Medium-Low,0.45970991136180506,0,Medium-Low,0.35526055082227065,0,Low,0.2716049382716049,0,Low,0.4088140451451093,0,Low,0.22027027027027024,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,2.797675,22.3814,8,9.375,75,8,-0.06162911321771988,-0.49303290574175906,8,1.65,8.25,5,9.0,45,5,-0.15135724138090892,-0.7567862069045446,5,1.15,1.15,1,9.0,9,1,-0.19044850335106117,-0.19044850335106117,1
NALGONDA,NARKETPALLE,THONDALVAI,M/S. SRI SHIVA SAI VINAYAKA RICE MILL,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.7,15,2025-08-23,,YET TO START CONSTRUCTION,YES,GENERAL,-0.22563063912419823,-0.0855993890418913,7,22,23,23,7,1,1970-01-01 00:00:00.000000019,1970-01-01 00:00:00.000000004,0,0,0,2025,8,23,5,,,,,1970,1,1,3,1970,1,1,3,Medium-Low,0.19520644150461902,0,Medium-High,0.7912621359223301,0,Medium-Low,2268937810303373.5,0,Medium-High,6793229879408564.0,0,Medium-Low,0.6468253968253969,0,Medium-Low,0.48160085952189097,0,Medium-Low,0.37140875767782844,0,Low,0.2839506172839506,0,Low,0.4088140451451093,0,Low,0.22027027027027024,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,2.7304,10.9216,4,42.5,170,4,-0.06688884251580388,-0.2675553700632155,4,0.7,0.7,1,15.0,15,1,-0.22563063912419823,-0.22563063912419823,1,0.7,0.7,1,15.0,15,1,-0.22563063912419823,-0.22563063912419823,1
BHUPALPALLY,CHITYAL,NAIN PAKA,M/S SUVEN AGRO INDUSTRIES PRIVATE LIMITED,VEGETABLE OIL MANUFACTURING SOLVENT EXTRACTION AND REFINERY /HYDROGENATED OILS,FOOD PROCESSING,41.69,50,2025-08-12,,YET TO START CONSTRUCTION,YES,GENERAL,2.979071017188885,0.6715238892278604,11,23,24,24,15,1,1970-01-01 00:00:00.000000021,1970-01-01 00:00:00.000000004,0,0,0,2025,8,12,1,,,,,1970,1,1,3,1970,1,1,3,High,11.625937923325095,0,High,2.6375404530744335,0,High,-2.995748669912744e+16,0,High,-5.329262510047649e+16,0,Medium-High,1.0164399092970522,0,Medium-Low,0.503491807681977,0,Medium-Low,0.3875569645333862,0,Low,0.2962962962962963,0,Medium-High,0.8760300967395198,0,Low,0.22027027027027024,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,20.9025,41.805,2,25.5,51,2,1.3538518007798042,2.7077036015596083,2,41.69,41.69,1,50.0,50,1,2.979071017188885,2.979071017188885,1,41.69,41.69,1,50.0,50,1,2.979071017188885,2.979071017188885,1
SANGAREDDY,JINNARAM,ALINAGAR,M/S SD ENTERPRISES,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,4.5,10,2024-05-04,,YET TO START CONSTRUCTION,YES,GENERAL,0.07146295184895904,-0.19375985736614154,12,24,25,25,5,5,1970-01-01 00:00:00.000000022,1970-01-01 00:00:00.000000005,0,0,0,2024,5,4,5,,,,,1970,1,1,3,1970,1,1,3,High,1.2548985525296938,0,Medium-Low,0.5275080906148867,0,High,-718630209599946.9,0,Medium-Low,1.537692344796357e+16,0,Medium-High,1.108843537414966,0,Medium-Low,0.5253827558420628,0,Medium-Low,0.40370517138894396,0,Low,0.30864197530864196,0,Low,0.2920100322465066,0,Medium-Low,1.1013513513513513,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,2.266766666666667,27.2012,12,44.583333333333336,535,12,-0.1031368666986604,-1.2376424003839248,12,4.33625,17.345,4,102.0,408,4,0.05866056355373417,0.23464225421493667,4,4.5,4.5,1,10.0,10,1,0.07146295184895904,0.07146295184895904,1
VIKARABAD,PUDUR,MANNEGUDA (SARECAS),KU-DAS PIPES AND FITTINGS,RUBBER GOODS INDUSTRY (WITH GAS OPERATED BABY BOILER),PLASTIC AND RUBBER,0.223,10,2025-08-21,,YET TO START CONSTRUCTION,YES,GENERAL,-0.2629237030437235,-0.19375985736614154,4,25,26,26,16,9,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000005,0,0,0,2025,8,21,3,,,,,1970,1,1,3,1970,1,1,3,Low,0.06218719493647149,0,Medium-Low,0.5275080906148867,0,Low,2643956217012290.0,0,Medium-Low,1.537692344796357e+16,0,Low,0.36961451247165533,0,Medium-Low,0.5472737040021488,0,Medium-Low,0.4198533782445017,0,Low,0.32098765432098764,0,Medium-High,0.9344321031888212,0,High,1.9824324324324323,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,0.9162399999999999,4.5812,5,9.4,47,5,-0.20872445014734678,-1.0436222507367339,5,0.223,0.223,1,10.0,10,1,-0.2629237030437235,-0.2629237030437235,1,0.223,0.223,1,10.0,10,1,-0.2629237030437235,-0.2629237030437235,1
MEDCHAL,QUTUBULLAPUR,JEEDIMETLA,BHAGYANAGAR STEEL INDUSTRIES,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.55,10,2025-07-24,,YET TO START CONSTRUCTION,YES,OBC,-0.23735801771524387,-0.19375985736614154,3,15,15,27,5,5,1970-01-01 00:00:00.000000023,1970-01-01 00:00:00.000000005,0,0,1,2025,7,24,3,,,,,1970,1,1,3,1970,1,1,3,Medium-Low,0.15337648975362925,0,Medium-Low,0.5275080906148867,0,Medium-Low,2386868126878504.0,0,Medium-Low,1.537692344796357e+16,0,Low,0.2772108843537415,0,Low,0.3283642224012893,0,Low,0.24222310283336637,0,Low,0.3333333333333333,0,Low,0.2920100322465066,0,Medium-Low,1.1013513513513513,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,1.8676578947368423,35.4855,19,18.42105263157895,350,19,-0.13434019781484946,-2.5524637584821397,19,0.8544375,6.8355,8,12.75,102,8,-0.21355632558316745,-1.7084506046653396,8,1.0658333333333334,6.3950000000000005,6,13.666666666666666,82,6,-0.19702886578270348,-1.1821731946962208,6
WARANGAL,GEESUGONDA,GORREKUNTA (RURAL),""" M/S KAVYA POLYMERS",POLYTHENE AND PLASTIC PROCESSED PRODUCTS MANUFACTURING(VIRGIN PLASTIC),PLASTIC AND RUBBER,0.33,9,2025-08-19,,YET TO START CONSTRUCTION,YES,OBC,-0.2545581729821109,-0.21539195103099157,9,18,18,28,17,9,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000005,0,0,1,2025,8,19,1,,,,,1970,1,1,3,1970,1,1,3,Medium-Low,0.09202589385217755,0,Medium-Low,0.4747572815533981,0,Medium-Low,2559832591188697.0,0,Medium-Low,1.709366216167457e+16,0,Medium-Low,0.8316326530612245,0,Medium-Low,0.39403706688154716,0,Low,0.29066772340003966,0,Low,0.345679012345679,0,Medium-High,0.9928341096381225,0,High,1.9824324324324323,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,1.5947444444444447,14.352700000000002,9,7.888888888888889,71,9,-0.15567726017596595,-1.4010953415836935,9,3.1026666666666665,9.308,3,9.333333333333334,28,3,-0.03778409493695983,-0.1133522848108795,3,4.565,9.13,2,9.5,19,2,0.07654481590507886,0.15308963181015772,2
SIRCILLA,MUSTABAD,MUSTABAD,M/S. SRINIVASA INDUSTRIES,PARBOILED RICE MILLS,FOOD PROCESSING,2.2,25,2025-08-08,,YET TO START CONSTRUCTION,YES,GENERAL,-0.10835685321374139,0.1307215476066092,13,26,27,29,18,1,1970-01-01 00:00:00.000000018,1970-01-01 00:00:00.000000006,0,0,0,2025,8,8,4,,,,,1970,1,1,3,1970,1,1,3,Medium-High,0.613505959014517,0,High,1.3187702265372168,0,Medium-High,1089634644552062.6,0,High,-1.0374157257701452e+16,0,Medium-High,1.2012471655328798,0,Medium-Low,0.5691646521622348,0,Medium-Low,0.43600158510005943,0,Low,0.35802469135802467,0,Medium-High,1.0512361160874237,0,Low,0.22027027027027024,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,0.708925,2.8357,4,11.25,45,4,-0.22493286009803098,-0.8997314403921239,4,2.2,2.2,1,25.0,25,1,-0.10835685321374139,-0.10835685321374139,1,2.2,2.2,1,25.0,25,1,-0.10835685321374139,-0.10835685321374139,1
MAHABUBABAD,GUDUR,GOVINDAPUR,PRIME AGRO INDUSTRIES,PARBOILED RICE MILLS,FOOD PROCESSING,5.0675,15,2025-07-31,,YET TO START CONSTRUCTION,YES,GENERAL,0.11583153418508187,-0.0855993890418913,6,27,28,30,18,1,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,0,0,0,2025,7,31,3,,,,,1970,1,1,3,1970,1,1,3,High,1.4131552033209385,0,Medium-High,0.7912621359223301,0,High,-1164799907309192.8,0,Medium-High,6793229879408564.0,0,Medium-Low,0.554421768707483,0,Medium-Low,0.5910556003223207,0,Medium-Low,0.4521497919556172,0,Low,0.37037037037037035,0,Medium-High,1.0512361160874237,0,Low,0.22027027027027024,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,2.797675,22.3814,8,9.375,75,8,-0.06162911321771988,-0.49303290574175906,8,5.0675,5.0675,1,15.0,15,1,0.11583153418508187,0.11583153418508187,1,5.0675,5.0675,1,15.0,15,1,0.11583153418508187,0.11583153418508187,1
